,01,02,03,04,05,06,07,08,09,10,11,12
Percentage,4.584363109877471,4.202768461050725,5.7518699135565035,7.432922075346761,9.82474596335125,11.145144148635223,10.667085605619054,11.324849882300494,11.780913502786483,11.044174589859017,7.213110906620039,5.028051840996979
