,01,02,03,04,05,06,07,08,09,10,11,12
Percentage,4.359352769819188,4.526336527996987,5.808437954145441,7.79803754644597,9.945111786571362,10.877993315996898,11.062592192206164,11.39088913816781,11.03814330985378,10.079387985515327,7.958362019391897,5.1552900242307835
